epoch,accuracy,loss,val_accuracy,val_loss
0,0.09480000287294388,2.3027544021606445,NA,NA
1,0.0949999988079071,2.3027446269989014,NA,NA
2,0.09130000323057175,2.302743434906006,NA,NA
3,0.09359999746084213,2.302769422531128,NA,NA
4,0.0940999984741211,2.3027310371398926,NA,NA
5,0.09290000051259995,2.302748203277588,NA,NA
6,0.09489999711513519,2.3027772903442383,NA,NA
7,0.09849999845027924,2.302757978439331,NA,NA
8,0.09380000084638596,2.3027641773223877,NA,NA
9,0.09740000218153,2.3027398586273193,NA,NA
10,0.09549999982118607,2.3027288913726807,NA,NA
11,0.09679999947547913,2.30273699760437,NA,NA
12,0.09769999980926514,2.302738904953003,NA,NA
13,0.09619999676942825,2.302778720855713,NA,NA
14,0.093299999833107,2.3027403354644775,NA,NA
15,0.09459999948740005,2.30279541015625,NA,NA
16,0.09650000184774399,2.3027420043945312,NA,NA
17,0.09279999881982803,2.3027164936065674,NA,NA
18,0.09709999710321426,2.302720546722412,NA,NA
19,0.09369999915361404,2.302715539932251,NA,NA
0,0.09390000253915787,2.3027725219726562,NA,NA
1,0.09059999883174896,2.302762031555176,NA,NA
2,0.09520000219345093,2.3027446269989014,NA,NA
3,0.0997999981045723,2.3027267456054688,NA,NA
4,0.0949999988079071,2.302734851837158,NA,NA
5,0.09260000288486481,2.3027403354644775,NA,NA
6,0.09520000219345093,2.302722930908203,NA,NA
7,0.09740000218153,2.302729368209839,NA,NA
8,0.09560000151395798,2.302762269973755,NA,NA
9,0.09369999915361404,2.302752733230591,NA,NA
10,0.09740000218153,2.3027355670928955,NA,NA
11,0.08860000222921371,2.3027148246765137,NA,NA
12,0.09399999678134918,2.302727460861206,NA,NA
13,0.09849999845027924,2.302717685699463,NA,NA
14,0.09120000153779984,2.30277156829834,NA,NA
15,0.0966000035405159,2.3027641773223877,NA,NA
16,0.094200000166893,2.302759885787964,NA,NA
17,0.09220000356435776,2.3027236461639404,NA,NA
18,0.0966000035405159,2.3027284145355225,NA,NA
19,0.0966000035405159,2.3027565479278564,NA,NA
0,0.09570000320672989,2.302772283554077,NA,NA
1,0.09740000218153,2.3027124404907227,NA,NA
2,0.09399999678134918,2.302781343460083,NA,NA
3,0.09480000287294388,2.302725076675415,NA,NA
4,0.09369999915361404,2.302729606628418,NA,NA
5,0.09260000288486481,2.3027212619781494,NA,NA
6,0.09099999815225601,2.3027801513671875,NA,NA
7,0.09529999643564224,2.302750825881958,NA,NA
8,0.0949999988079071,2.3027608394622803,NA,NA
9,0.0966000035405159,2.30273175239563,NA,NA
10,0.09300000220537186,2.302753210067749,NA,NA
11,0.09669999778270721,2.302738666534424,NA,NA
12,0.09130000323057175,2.302745819091797,NA,NA
13,0.09399999678134918,2.302739143371582,NA,NA
14,0.09619999676942825,2.302746057510376,NA,NA
15,0.09459999948740005,2.3027398586273193,NA,NA
16,0.09650000184774399,2.302751302719116,NA,NA
17,0.09130000323057175,2.3027420043945312,NA,NA
18,0.09549999982118607,2.3027255535125732,NA,NA
19,0.09049999713897705,2.3027329444885254,NA,NA

#experiement :2
2 batch
history.history['val_accuracy']=True
history.history['val_loss']=True
epoch vs accuracy
epoch vs loss
0,0.09390000253915787,2.302762746810913,0.10000000149011612,2.302586555480957
1,0.09610000252723694,2.302737236022949,0.10000000149011612,2.3025894165039062
